hystreet_score,zug_score,nationalExpress_score,regional_score,suburban_score,national_score,bus_score,bike_score,date,location,tomtom_score,gmap_score,webcam_score,gmap_supermarket_score
,0.987603305785124,0.8928571428571429,1.0,,1.0,,,2020-02-27,03360,,,,
,0.9945945945945946,1.0,0.9878048780487805,1.0,1.0,,,2020-02-27,03401,,,,
0.48206983618417437,,,,,,,,2020-02-27,03403,,,,
0.9074172965781198,,,,,,,inf,2020-02-27,03404,,,,
,1.0,,1.0,,,,,2020-02-27,03457,,,,
0.4655673641510594,0.9850843060959793,0.8076923076923077,1.0,0.985797827903091,0.9791666666666666,,,2020-02-27,04011,,,,
,1.0,,1.0,1.0,,,,2020-02-27,04012,,,,
0.9986507052679456,0.9790382244143033,0.9533333333333334,0.9912917271407837,0.9782153330540427,0.96875,,0.6984047856430707,2020-02-27,05111,,,,
,0.9932079414838035,0.9534883720930233,0.9966015293118097,1.0,0.95,,,2020-02-27,05112,,,,
0.5229578978168237,0.9857328145265889,0.9514563106796117,0.9928861788617886,0.9849320102903344,0.9565217391304348,1.0,,2020-02-27,05113,,,,
0.4689667392959336,0.9890710382513661,,0.989041095890411,,1.0,,,2020-02-27,05114,,,,
1.1668345510262197,,,,,,,,2020-02-27,05116,,,,
,,,,,,,0.43223443223443225,2020-02-27,05117,,,,
,,,,,,,0.8,2020-02-27,05119,,,,
,0.9748251748251748,0.8571428571428571,0.9537037037037037,0.982363315696649,1.0,,,2020-02-27,05122,,,,
0.9135736501711388,,,,,,,,2020-02-27,05124,,,,
,0.9783549783549783,,0.9783236994219653,,,1.0,,2020-02-27,05154,,,,
,0.9830508474576272,,0.9903381642512077,0.9820478723404256,,,,2020-02-27,05158,,,,
,0.9715162138475022,,0.97125,0.97165991902834,,,,2020-02-27,05162,,,,
,0.9945205479452055,,0.9944903581267217,,1.0,,,2020-02-27,05166,,,,
0.7123044123848837,0.9821905609973286,0.75,0.9838235294117647,1.0,0.9259259259259259,,0.746615087040619,2020-02-27,05314,,,,
0.7629380339198861,0.9532484929671802,0.9606299212598425,0.9734468937875751,0.9452547831028604,0.9682539682539683,,,2020-02-27,05315,,,,
0.2915233830599605,0.985679012345679,1.0,0.9853535353535353,1.0,1.0,,,2020-02-27,05334,,,,
,0.9748858447488584,,0.993006993006993,0.9407894736842105,,,,2020-02-27,05358,,,,
,0.9731215638362859,,0.9789184234647113,0.9615384615384616,,,1.523076923076923,2020-02-27,05362,,,,
,0.9852700490998363,,0.9816326530612245,1.0,,1.0,,2020-02-27,05366,,,,
,,,,,,,0.2263681592039801,2020-02-27,05370,,,,
0.5738856115485315,,,,,,,,2020-02-27,05378,,,,
,0.9746873138773079,0.9558823529411765,0.9571303587051618,0.9846297158826269,,,,2020-02-27,05382,,,,
,0.9844236760124611,,0.9819819819819819,0.98989898989899,,,,2020-02-27,05512,,,,
,0.9941860465116279,0.8,1.0,1.0,0.9375,,,2020-02-27,05513,,,,
0.7412751100642145,,,,,,,0.8672489082969432,2020-02-27,05515,,,,
,1.0,,1.0,,,,,2020-02-27,05554,,,,
,0.9852941176470589,,0.9852941176470589,,,,,2020-02-27,05558,,,,
,0.9900076863950807,0.75,0.9894736842105263,1.0,0.9473684210526316,,,2020-02-27,05562,,,,
,0.9722488038277513,,0.9718446601941748,,1.0,,,2020-02-27,05566,,,,
0.919918328881154,0.9704209328782708,1.0,0.9673366834170855,,1.0,,,2020-02-27,05711,,,,
,0.9968152866242038,1.0,0.9966666666666667,,1.0,,,2020-02-27,05758,,,,
,0.9971830985915493,1.0,1.0,0.972972972972973,1.0,,,2020-02-27,05762,,,,
,0.9915433403805497,,0.995,0.9726027397260274,,,,2020-02-27,05766,,,,
0.8044684090887773,0.998641304347826,1.0,1.0,0.9814814814814815,1.0,,,2020-02-27,05774,,,,
,0.9847480106100795,0.9857142857142858,0.9969650986342944,0.975130890052356,0.9333333333333333,,,2020-02-27,05911,,,,
0.6888285616588895,0.9887887887887888,0.9605263157894737,0.9887218045112782,0.9896593673965937,0.9714285714285714,,0.8318122555410691,2020-02-27,05913,,,,
,0.9874213836477987,0.9318181818181819,0.9893238434163701,0.9908814589665653,1.0,,,2020-02-27,05914,,,,
,0.9922330097087378,1.0,0.9905660377358491,,1.0,,,2020-02-27,05915,,,,
,0.9932318104906938,1.0,0.9933035714285714,1.0,0.9285714285714286,,,2020-02-27,05916,,,,
,0.987012987012987,,0.9789473684210527,0.9926470588235294,,,,2020-02-27,05954,,,,
0.8042520499607015,1.0,,1.0,,,,,2020-02-27,05958,,,,
,0.9796747967479675,,0.9796747967479675,,,,,2020-02-27,05962,,,,
,1.0,,1.0,,,,,2020-02-27,05966,,,,
,0.9945054945054945,,0.9945054945054945,,,,,2020-02-27,05970,,,,
,1.0,1.0,1.0,,1.0,,,2020-02-27,05974,,,,
,0.9823321554770318,,0.978134110787172,1.0,,,,2020-02-27,05978,,,,
0.9937788351188921,0.9928486293206198,1.0,0.9934640522875817,0.9904761904761905,1.0,,inf,2020-02-27,06411,,,,
0.7881071605731474,0.9789959016393442,0.9234567901234568,0.9851804123711341,0.9803194229778465,0.98,,,2020-02-27,06412,,,,
,,,,,,,0.78702807357212,2020-02-27,06413,,,,
0.7627161173638901,,,,,,,,2020-02-27,06414,,,,
,0.9849521203830369,1.0,0.9841521394611727,0.9891891891891892,1.0,,,2020-02-27,06431,,,,
,0.9973285841495992,,0.9971153846153846,1.0,,,,2020-02-27,06432,,,,
,0.9752220663861617,,0.9904632152588556,0.9672597864768684,,,,2020-02-27,06433,,,,
,0.9829749103942652,0.8409090909090909,0.9879518072289156,0.9627659574468085,1.0,,,2020-02-27,06435,,,,
,1.0,,1.0,,,,,2020-02-27,06437,,,,
,0.9829308909242298,0.9285714285714286,0.9922630560928434,0.9664268585131894,1.0,,,2020-02-27,06440,,,,
0.6594679055773274,0.9934640522875817,0.9285714285714286,0.9944506104328524,,1.0,,,2020-02-27,06531,,,,
,0.9495192307692307,,0.9495192307692307,,,,,2020-02-27,06532,,,,
0.7004827423307451,0.9897843359818388,0.9285714285714286,0.9928486293206198,,,,,2020-02-27,06533,,,,
,0.9985955056179775,0.9285714285714286,1.0,,1.0,,,2020-02-27,06534,,,,
,1.0,,1.0,,,,,2020-02-27,06535,,,,
,0.9794238683127572,0.9206349206349207,0.9724409448818898,0.9947916666666666,1.0,,,2020-02-27,06611,,,,
,0.9879807692307693,0.9583333333333334,1.0,,1.0,,,2020-02-27,06631,,,,
,1.0,1.0,1.0,,1.0,,,2020-02-27,06632,,,,
,0.9894179894179894,,0.9813084112149533,0.9917920656634747,,,,2020-02-27,06633,,,,
,0.9944444444444445,0.9130434782608696,0.9970845481049563,1.0,1.0,,,2020-02-27,06634,,,,
,0.9264069264069263,,0.9264069264069263,,,,,2020-02-27,06636,,,,
0.0,0.9677871148459384,0.8235294117647058,0.9725609756097561,,0.9512195121951219,,,2020-02-27,07111,,,,
,0.9703791469194313,,0.9703791469194313,,,,,2020-02-27,07132,,,,
,0.9755700325732899,,0.9755700325732899,,,,,2020-02-27,07133,,,,
,0.9550561797752809,,0.9550561797752809,,,,,2020-02-27,07138,,,,
,0.9704142011834319,,0.9700598802395209,,1.0,,,2020-02-27,07140,,,,
0.6160373516268749,0.9971949509116409,,0.9971949509116409,,,,,2020-02-27,07211,,,,
,1.0,,1.0,,,,,2020-02-27,07233,,,,
,0.9799554565701559,1.0,0.9706959706959707,1.0,0.75,1.0,,2020-02-27,07312,,,,
,1.0,,1.0,,,,,2020-02-27,07313,,,,
0.827733914287592,,,,,,,,2020-02-27,07315,,,,
,0.9982238010657194,,1.0,0.9859154929577465,,,,2020-02-27,07331,,,,
,0.9885321100917431,,0.9859747545582047,1.0,,,,2020-02-27,07332,,,,
,0.9903774981495189,1.0,0.9893617021276596,1.0,0.9,,,2020-02-27,07339,,,,
1.101749831733144,,,,,,,0.5924192793635938,2020-02-27,08111,,,,
,,,,,,,0.7124600638977636,2020-02-27,08116,,,,
,1.0,,1.0,,1.0,,,2020-02-27,08117,,,,
,0.9809976247030879,0.8571428571428572,0.9562109025915997,0.9972082635399219,0.9666666666666667,,0.40412290937378453,2020-02-27,08118,,,,
,0.9836512261580381,,0.9443708609271523,0.9956761006289309,0.75,,,2020-02-27,08119,,,,
0.9774797537493464,0.9616724738675958,,0.936046511627907,1.0,,,0.6819757365684576,2020-02-27,08121,,,,
,0.9865671641791045,,0.945010183299389,1.0,,,,2020-02-27,08125,,,,
,0.95,,0.9506578947368421,,0.9375,,,2020-02-27,08127,,,,
,0.9433962264150944,,0.9433962264150944,,,,,2020-02-27,08128,,,,
,0.9570230607966457,,0.9613686534216336,,0.875,,,2020-02-27,08136,,,,
1.0593916205585745,0.9858333333333333,0.9876543209876543,0.9640102827763496,1.0,0.9534883720930233,,0.753371475275848,2020-02-27,08212,,,,
,0.9982078853046595,1.0,0.9981851179673321,0.9981684981684982,1.0,,,2020-02-27,08215,,,,
0.9016529166813868,0.9853181076672104,0.9285714285714286,0.9259259259259259,0.997029702970297,0.95,,0.5694216811051276,2020-02-27,08221,,,,
0.5592457416289816,,,,,,,,2020-02-27,08222,,,,
,0.9811320754716981,,0.9811320754716981,,,,,2020-02-27,08235,,,,
,0.9795081967213115,,0.9708454810495627,1.0,1.0,,,2020-02-27,08237,,,,
0.9706906802565072,0.9903730445246691,0.9622641509433962,0.9708029197080292,0.9968051118210862,1.0,,0.6874143668036797,2020-02-27,08311,,,,
,0.9700374531835206,,0.9683908045977011,0.9809523809523809,,,,2020-02-27,08326,,,,
,0.9924812030075187,,0.99185667752443,,1.0,,,2020-02-27,08327,,,,
,0.9834345665378244,,0.9823321554770318,1.0,1.0,,0.410106085985483,2020-02-27,08335,,,,
,1.0,,1.0,,1.0,,0.5328810914216673,2020-02-27,08336,,,,
1.2949333767192848,,,,,,,,2020-02-27,08415,,,,
,0.9934469200524246,,0.9932614555256065,1.0,1.0,,0.619325551232166,2020-02-27,08416,,,,
1.262521002793996,0.9894736842105263,1.0,0.9876543209876543,,1.0,,,2020-02-27,08421,,,,
1.121756811712078,,,,,,,,2020-02-27,08426,,,,
,1.0,,1.0,,,,,2020-02-27,08435,,,,
,1.0,,1.0,,,,,2020-02-27,08436,,,,
,0.9963369963369964,,0.9963369963369964,,,,,2020-02-27,08437,,,,
0.9299789257563236,0.9908256880733946,0.96,1.0,,,,,2020-02-27,09161,,,,
1.004689904166527,,,,,,,0.7792114695340502,2020-02-27,09162,,,,
,0.9791666666666666,1.0,0.9727272727272728,0.9855072463768116,0.9411764705882353,,,2020-02-27,09172,,,,
,0.9947552447552448,,1.0,0.94,,,,2020-02-27,09181,,,,
,0.9941176470588236,1.0,1.0,,0.9444444444444444,1.0,,2020-02-27,09189,,,,
,0.9941348973607038,,0.9941348973607038,,,,,2020-02-27,09190,,,,
,0.9883040935672515,,0.9883040935672515,,,,,2020-02-27,09261,,,,
0.8664433503392032,,,,,,,,2020-02-27,09262,,,,
,1.0,1.0,1.0,,1.0,,,2020-02-27,09263,,,,
,0.9743589743589743,,0.9743589743589743,,,,,2020-02-27,09363,,,,
,0.996031746031746,,0.996031746031746,,,,,2020-02-27,09376,,,,
0.6731536475561641,0.9782608695652174,1.0,0.9714285714285714,1.0,1.0,,,2020-02-27,09461,,,,
,0.976,,0.976,,,,,2020-02-27,09462,,,,
,0.9895287958115183,,0.9895287958115183,,,,,2020-02-27,09472,,,,
,1.0,,1.0,,1.0,,,2020-02-27,09478,,,,
,0.9473684210526316,,0.9322033898305084,0.9642857142857143,0.9444444444444444,,,2020-02-27,09561,,,,
0.6981560405540628,,,,,,,0.7972065063649222,2020-02-27,09562,,,,
,0.9743260590500642,,0.9679245283018868,0.9879518072289156,,,,2020-02-27,09563,,,,
1.0836847683285582,,,,,,,0.7533333333333333,2020-02-27,09564,,,,
,0.9963898916967509,,0.9963636363636363,,1.0,,,2020-02-27,09575,,,,
,0.9921875,0.8333333333333333,0.9946380697050938,,1.0,,,2020-02-27,09577,,,,
,0.9829931972789115,0.9090909090909091,0.9959839357429718,,1.0,,0.6409495548961425,2020-02-27,09661,,,,
,0.98,,0.98,,,,,2020-02-27,09662,,,,
0.9233285741661592,,,,,,,,2020-02-27,09663,,,,
,0.9921414538310412,,0.991304347826087,,,1.0,,2020-02-27,09677,,,,
1.2354493264174833,0.998825601879037,0.9672131147540983,1.0,,1.0,,,2020-02-27,09761,,,,
,1.0,,1.0,,1.0,,,2020-02-27,09762,,,,
,1.0,,1.0,,1.0,,,2020-02-27,09763,,,,
,1.0,1.0,1.0,,1.0,,,2020-02-27,09774,,,,
,0.9971428571428571,,0.9971264367816092,,1.0,,,2020-02-27,09777,,,,
,0.9887005649717514,,0.9887005649717514,,,,,2020-02-27,09778,,,,
,0.9930555555555556,0.8947368421052632,1.0,,1.0,,,2020-02-27,09779,,,,
0.7830851825509783,0.9894736842105263,1.0,0.9893992932862191,,1.0,,,2020-02-27,10041,,,,
,0.9925093632958801,,0.9925093632958801,,,,,2020-02-27,10044,,,,
,0.989821882951654,1.0,0.9908496732026144,1.0,0.75,,,2020-02-27,10045,,,,
,0.9791666666666666,,0.9791666666666666,,,,,2020-02-27,10046,,,,
0.3028786486368212,,,,,,,,2020-02-27,11000,,,,
0.7488724654159561,,,,,,,1.3561353629155088,2020-02-27,13003,,,,
0.6983448183279002,,,,,,,,2020-02-27,14612,,,,
0.8328695956597968,,,,,,,,2020-02-27,14713,,,,
0.7612724385511485,,,,,,,,2020-02-27,16051,,,,
0.9972551571917712,1.0,,1.0,,1.0,,,2020-02-28,01001,,,,
,0.9882352941176471,0.8888888888888888,0.990909090909091,,1.0,,,2020-02-28,01002,,,,
0.7519508896056603,,,,,,,,2020-02-28,01003,,,,
,1.0,,1.0,,1.0,,,2020-02-28,01051,,,,
,0.9896551724137931,1.0,1.0,0.9552238805970149,1.0,,,2020-02-28,01053,,,,
,1.0,,1.0,,1.0,,,2020-02-28,01054,,,,
,0.9941822882999354,,0.9984779299847792,0.9910112359550561,,,,2020-02-28,01056,,,,
,0.9885057471264368,,0.9885057471264368,,,,,2020-02-28,01057,,,,
,0.9843304843304843,,0.9976525821596244,0.9637681159420289,,,,2020-02-28,01062,,,,
0.8635113809436779,0.9890730796170908,0.9255813953488372,0.9909015715467329,0.9900890476430044,0.9122807017543859,,1.1775544388609716,2020-02-28,02000,,,,
0.9431498091927905,0.9693251533742331,0.8648648648648649,0.9798387096774194,,1.0,,,2020-02-28,03101,,,,
,1.0,,1.0,,,,,2020-02-28,03151,,,,
0.9845982279084992,0.9622641509433962,0.9191176470588235,0.9849624060150376,,0.9545454545454546,,1.3897012358106169,2020-02-28,03152,,,,
,1.0,,1.0,,,,,2020-02-28,03153,,,,
,1.0,,1.0,,1.0,,,2020-02-28,03154,,,,
,1.0,1.0,1.0,,,,,2020-02-28,03155,,,,
,1.0,,1.0,,,,,2020-02-28,03156,,,,
0.893811299722712,0.9971324794494361,0.9485714285714286,0.9933949801849405,1.0,0.9887640449438202,,1.0871822592260485,2020-02-28,03241,,,,
,1.0,,1.0,1.0,,,,2020-02-28,03252,,,,
0.0,0.9930939226519337,0.868421052631579,1.0,1.0,1.0,,,2020-02-28,03254,,,,
,0.9975247524752475,,1.0,0.9955555555555555,,,,2020-02-28,03257,,,,
,0.9509803921568627,0.9047619047619048,0.9444444444444444,1.0,0.9,,,2020-02-28,03351,,,,
,0.9897660818713451,,0.9884615384615385,0.9939024390243902,,,,2020-02-28,03353,,,,
,0.994413407821229,,0.994413407821229,,,,,2020-02-28,03358,,,,
,0.9981412639405205,,1.0,0.9975,,,,2020-02-28,03359,,,,
,0.972,0.88,0.9904761904761905,,0.8666666666666667,,,2020-02-28,03360,,,,
,0.989247311827957,1.0,0.9879518072289156,1.0,0.9473684210526316,,,2020-02-28,03401,,,,
0.8880999293564926,,,,,,,,2020-02-28,03403,,,,
0.9450281767694017,,,,,,,inf,2020-02-28,03404,,,,
,1.0,,1.0,,1.0,,,2020-02-28,03457,,,,
0.86832466690426,0.9941214892227302,0.88,0.9961389961389961,0.9983291562238931,0.9400000000000001,,,2020-02-28,04011,,,,
,1.0,,1.0,1.0,,,,2020-02-28,04012,,,,
0.9092532884898967,0.9916696207018788,0.9517241379310345,0.965166908563135,0.9968294229549778,0.987012987012987,,1.0896,2020-02-28,05111,,,,
,0.9785227867993714,0.9365079365079365,0.9733676975945017,1.0,0.9722222222222222,,,2020-02-28,05112,,,,
0.8875307264391953,0.9840481171548117,0.9393939393939394,0.9569230769230769,0.9955357142857143,0.9827586206896551,1.0,,2020-02-28,05113,,,,
1.1081778283102823,0.9862448418156808,,0.9861878453038674,,1.0,,,2020-02-28,05114,,,,
1.7737998090970688,,,,,,,,2020-02-28,05116,,,,
,,,,,,,0.7593778591033852,2020-02-28,05117,,,,
,,,,,,,1.2,2020-02-28,05119,,,,
,0.988795518207283,0.9473684210526315,0.9545454545454546,0.998236331569665,0.9444444444444444,,,2020-02-28,05122,,,,
1.25551436463156,,,,,,,,2020-02-28,05124,,,,
,0.9564586357039188,,0.9563953488372093,,,1.0,,2020-02-28,05154,,,,
,0.9940828402366864,,1.0,0.9932569116655429,,,,2020-02-28,05158,,,,
,0.9876706296785557,,0.9786432160804021,0.9925423728813559,,,,2020-02-28,05162,,,,
,0.9836512261580381,,0.9835164835164835,,1.0,,,2020-02-28,05166,,,,
0.8475324192046059,0.9737318840579711,0.9411764705882353,0.9613095238095238,1.0,0.9583333333333334,,0.9974200206398349,2020-02-28,05314,,,,
0.8931041798406688,0.9840432724814063,0.9349593495934959,0.9798183652875883,0.9871672093468684,0.9565217391304348,,,2020-02-28,05315,,,,
0.976957465647141,0.9985022466300549,0.875,1.0,,1.0,,,2020-02-28,05334,,,,
,0.9977011494252873,,0.996551724137931,1.0,,,,2020-02-28,05358,,,,
,0.9896341463414634,,0.9844464775846294,1.0,,,1.5238095238095237,2020-02-28,05362,,,,
,0.966996699669967,,0.9586776859504132,1.0,,1.0,,2020-02-28,05366,,,,
,,,,,,,0.3007518796992481,2020-02-28,05370,,,,
1.030558299919366,,,,,,,,2020-02-28,05378,,,,
,0.988855421686747,0.9393939393939394,0.9787234042553191,0.995766698024459,,,,2020-02-28,05382,,,,
,0.9318885448916409,,0.9009009009009009,1.0,,,,2020-02-28,05512,,,,
,0.9902912621359223,1.0,0.9870967741935484,1.0,0.96875,,,2020-02-28,05513,,,,
0.9465022543577192,,,,,,,0.9637246500999714,2020-02-28,05515,,,,
,0.9932885906040269,,0.9932885906040269,,,,,2020-02-28,05554,,,,
,0.9897959183673469,,0.9897959183673469,,,,,2020-02-28,05558,,,,
,0.9528228924980665,1.0,0.944015444015444,0.9957446808510638,0.8947368421052632,,,2020-02-28,05562,,,,
,0.9818529130850048,,0.9815891472868217,,1.0,,,2020-02-28,05566,,,,
1.09693572461799,0.9854260089686099,0.9705882352941176,0.9862155388471178,,1.0,,,2020-02-28,05711,,,,
,1.0,1.0,1.0,,1.0,,,2020-02-28,05758,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-02-28,05762,,,,
,1.0,,1.0,1.0,,,,2020-02-28,05766,,,,
0.9168933578177315,0.970310391363023,1.0,0.9671641791044776,1.0,1.0,,,2020-02-28,05774,,,,
,0.9920053297801465,0.9452054794520548,0.9938744257274119,0.9946666666666667,1.0,,,2020-02-28,05911,,,,
1.145929958795197,0.9866854952592293,0.935064935064935,0.9879898862199747,0.9874078624078624,0.9761904761904762,,1.202852614896989,2020-02-28,05913,,,,
,0.9715789473684211,0.75,0.9892857142857143,0.9695121951219512,1.0,,,2020-02-28,05914,,,,
,0.9734848484848485,0.8714285714285714,0.9882075471698113,,1.0,,,2020-02-28,05915,,,,
,0.9863945578231292,1.0,0.984375,1.0,0.9230769230769231,,,2020-02-28,05916,,,,
,0.9617723718505647,,0.9789915966386554,0.9496296296296296,,,,2020-02-28,05954,,,,
1.1779527381873176,0.9933444259567388,,0.9933444259567388,,,,,2020-02-28,05958,,,,
,0.9918367346938776,,0.9918367346938776,,,,,2020-02-28,05962,,,,
,1.0,,1.0,,,,,2020-02-28,05966,,,,
,1.0,,1.0,,,,,2020-02-28,05970,,,,
,0.9940688018979834,1.0,0.9939540507859734,,1.0,,,2020-02-28,05974,,,,
,0.9804154302670623,,0.9758064516129032,1.0,,,,2020-02-28,05978,,,,
0.9388281455476472,0.9880382775119617,0.888888888888889,0.9852941176470589,1.0,1.0,,inf,2020-02-28,06411,,,,
0.8904234607539018,0.9670215528434173,0.8930348258706468,0.9661237785016287,0.9705144291091593,0.9230769230769231,,,2020-02-28,06412,,,,
,,,,,,,1.1896361631753032,2020-02-28,06413,,,,
1.023809245157583,,,,,,,,2020-02-28,06414,,,,
,0.9937888198757764,1.0,0.9928343949044586,1.0,1.0,,,2020-02-28,06431,,,,
,0.9973262032085561,,0.9971126082771896,1.0,,,,2020-02-28,06432,,,,
,0.9976122254059216,,1.0,0.9963369963369964,,,,2020-02-28,06433,,,,
,0.965194109772423,0.9361702127659575,0.9645354645354646,0.9836065573770492,0.888888888888889,,,2020-02-28,06435,,,,
,0.9957983193277311,,0.9957983193277311,,,,,2020-02-28,06437,,,,
,0.9879267277268943,0.6666666666666667,0.9845956354300385,1.0,1.0,,,2020-02-28,06440,,,,
0.8382285483131106,0.9487459105779716,0.6666666666666667,0.9532814238042269,,1.0,,,2020-02-28,06531,,,,
,0.912621359223301,,0.912621359223301,,,,,2020-02-28,06532,,,,
0.865672751666809,0.8834285714285715,0.9428571428571428,0.8809523809523809,,,,,2020-02-28,06533,,,,
,0.9109874826147427,0.6666666666666667,0.9158345221112696,,1.0,,,2020-02-28,06534,,,,
,1.0,,1.0,,,,,2020-02-28,06535,,,,
,0.9726166328600405,0.9280575539568345,0.9609375,0.9894551845342706,0.9545454545454546,,,2020-02-28,06611,,,,
,0.9670588235294117,0.9523809523809523,0.975,,0.9473684210526316,,,2020-02-28,06631,,,,
,0.993127147766323,1.0,0.9925093632958801,,1.0,,,2020-02-28,06632,,,,
,0.9840764331210191,,0.9862385321100917,0.9834254143646409,,,,2020-02-28,06633,,,,
,0.9670932358318098,0.6799999999999999,0.9713467048710601,1.0,1.0,,,2020-02-28,06634,,,,
,0.9781659388646288,,0.9781659388646288,,,,,2020-02-28,06636,,,,
0.0,0.9887640449438202,1.0,0.989247311827957,,0.9772727272727273,,,2020-02-28,07111,,,,
,0.9892857142857143,,0.9892857142857143,,,,,2020-02-28,07132,,,,
,0.9703459637561779,,0.9703459637561779,,,,,2020-02-28,07133,,,,
,0.969187675070028,,0.969187675070028,,,,,2020-02-28,07138,,,,
,0.9880952380952381,,0.9878787878787879,,1.0,,,2020-02-28,07140,,,,
0.795951714373283,0.9787234042553191,,0.9787234042553191,,,,,2020-02-28,07211,,,,
,0.96,,0.96,,,,,2020-02-28,07233,,,,
,0.9864864864864865,0.6363636363636364,0.9925650557620818,1.0,1.0,1.0,,2020-02-28,07312,,,,
,0.9951456310679612,,0.9951456310679612,,,,,2020-02-28,07313,,,,
0.6968692756164986,,,,,,,,2020-02-28,07315,,,,
,0.9767025089605734,,0.9734151329243353,1.0,,,,2020-02-28,07331,,,,
,0.9931506849315068,,0.9916434540389972,1.0,,,,2020-02-28,07332,,,,
,0.9842578710644677,1.0,0.9810640216411182,1.0,1.0,,,2020-02-28,07339,,,,
0.8191459733228966,,,,,,,0.8844919786096257,2020-02-28,08111,,,,
,,,,,,,0.9600456621004566,2020-02-28,08116,,,,
,0.9870828848223897,,0.986870897155361,,1.0,,,2020-02-28,08117,,,,
,0.9924863387978142,0.8888888888888888,0.9818676337262012,1.0,0.96875,,0.47781429745275267,2020-02-28,08118,,,,
,0.9875531268973892,,0.9588313413014609,0.9960583366180528,1.0,,,2020-02-28,08119,,,,
0.7975214262884963,0.975177304964539,,0.9644970414201184,0.9911504424778761,,,1.0377733598409542,2020-02-28,08121,,,,
,0.9869346733668342,,0.9651639344262295,0.9940079893475366,,,,2020-02-28,08125,,,,
,0.896774193548387,,0.891156462585034,,1.0,,,2020-02-28,08127,,,,
,0.9023255813953488,,0.9023255813953488,,,,,2020-02-28,08128,,,,
,1.0,,1.0,,1.0,,,2020-02-28,08136,,,,
0.6689029673378218,0.9856054191363252,0.9210526315789473,0.9741602067183462,1.0,0.9761904761904762,,1.1197287560923925,2020-02-28,08212,,,,
,0.9915151515151515,0.8333333333333333,0.994535519125683,0.9925163704396632,0.9230769230769231,,,2020-02-28,08215,,,,
0.8811163783530735,0.9950041631973355,0.7857142857142857,1.0,0.998998998998999,0.9545454545454546,,0.7973939703628002,2020-02-28,08221,,,,
0.6371811369779512,,,,,,,,2020-02-28,08222,,,,
,0.8636363636363636,,0.8636363636363636,,,,,2020-02-28,08235,,,,
,0.945031712473573,,0.9283582089552239,1.0,0.9428571428571428,,,2020-02-28,08237,,,,
0.9510390613146193,0.9720534629404617,0.9803921568627451,0.9411764705882353,0.977491961414791,1.0,,0.9001041666666667,2020-02-28,08311,,,,
,0.8472049689440994,,0.8282828282828283,1.0,0.0,,,2020-02-28,08326,,,,
,0.9425625920471281,,0.9426751592356688,,0.9411764705882353,,,2020-02-28,08327,,,,
,0.9377682403433476,,0.9359999999999999,1.0,0.9322033898305084,,0.5986782817662962,2020-02-28,08335,,,,
,1.0,,1.0,,1.0,,0.7887890600571179,2020-02-28,08336,,,,
1.1066571620110583,,,,,,,,2020-02-28,08415,,,,
,0.9498680738786279,,0.9485791610284168,1.0,1.0,,0.8318042813455657,2020-02-28,08416,,,,
