hystreet_score,zug_score,nationalExpress_score,regional_score,suburban_score,national_score,bus_score,bike_score,date,location,tomtom_score,gmap_score,webcam_score,gmap_supermarket_score
,1.0,,1.0,1.0,,,,2020-03-02,08326,,,,
,1.0,,1.0,,1.0,,,2020-03-02,08327,,,,
,0.9977691020635806,,0.9982132221560452,1.0,0.9827586206896551,,0.7475577908888674,2020-03-02,08335,,,,
,0.99375,,0.9937469937469937,,1.0,,0.5659358863044373,2020-03-02,08336,,,,
,1.0,,1.0,1.0,1.0,,1.060931899641577,2020-03-02,08416,,,,
,0.9817073170731707,0.975609756097561,0.9809069212410502,,1.0,,,2020-03-02,08421,,,,
,0.9913957934990439,,0.9913957934990439,,,,,2020-03-02,08435,,,,
,0.9756637168141593,,0.9756637168141593,,,,,2020-03-02,08436,,,,
,1.0,,1.0,,,,,2020-03-02,08437,,,,
,1.0,1.0,1.0,,,,,2020-03-02,09161,,,,
,,,,,,,1.1569465648854962,2020-03-02,09162,,,,
,0.9910714285714286,1.0,1.0,0.9857142857142858,1.0,,,2020-03-02,09172,,,,
,0.9946524064171123,,0.99609375,0.9795918367346939,,,,2020-03-02,09181,,,,
,1.0,1.0,1.0,,1.0,1.0,,2020-03-02,09189,,,,
,1.0,,1.0,,,,,2020-03-02,09190,,,,
,0.9825581395348837,,0.9825581395348837,,,,,2020-03-02,09261,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-02,09263,,,,
,1.0,,1.0,,,,,2020-03-02,09363,,,,
,1.0,,1.0,,,,,2020-03-02,09376,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-02,09461,,,,
,1.0,,1.0,,,,,2020-03-02,09462,,,,
,1.0,,1.0,,,,,2020-03-02,09472,,,,
,1.0,,1.0,,1.0,,,2020-03-02,09478,,,,
,1.0,,1.0,1.0,1.0,,,2020-03-02,09561,,,,
,,,,,,,1.1693131462333826,2020-03-02,09562,,,,
,1.0,,1.0,1.0,,,,2020-03-02,09563,,,,
,,,,,,,1.1697732997481107,2020-03-02,09564,,,,
,1.0,,1.0,,1.0,,,2020-03-02,09575,,,,
,0.9946808510638298,1.0,0.994535519125683,,1.0,,,2020-03-02,09577,,,,
,0.9966101694915255,1.0,0.9959677419354839,,1.0,1.0,1.0220264317180616,2020-03-02,09661,,,,
,0.9946236559139785,,0.9946236559139785,,,,,2020-03-02,09662,,,,
,0.9924812030075187,,0.991304347826087,,,1.0,,2020-03-02,09677,,,,
,0.9964306960142773,0.9824561403508771,0.9968434343434344,,1.0,,,2020-03-02,09761,,,,
,0.9838709677419355,,0.9836065573770492,,1.0,,,2020-03-02,09762,,,,
,0.8959537572254335,,0.8902439024390244,,1.0,,,2020-03-02,09763,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-02,09774,,,,
,0.9914529914529915,,0.9912536443148688,,1.0,,,2020-03-02,09777,,,,
,0.9884393063583815,,0.9884393063583815,,,,,2020-03-02,09778,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-02,09779,,,,
,0.9908321579689704,0.8888888888888888,0.9914712153518124,,1.0,,,2020-03-02,10041,,,,
,0.9849624060150376,,0.9849624060150376,,,,,2020-03-02,10044,,,,
,0.9871630295250321,1.0,0.9868073878627969,1.0,1.0,,,2020-03-02,10045,,,,
,1.0,,1.0,,,,,2020-03-02,10046,,,,
,,,,,,,1.0239272374616188,2020-03-02,13003,,,,
,1.0,,1.0,,1.0,,,2020-03-03,01001,,,,
,0.997275204359673,1.0,0.9972067039106145,,1.0,,,2020-03-03,01002,,,,
,1.0,,1.0,,1.0,,,2020-03-03,01051,,,,
,0.9893992932862191,1.0,0.9901960784313726,0.9848484848484849,1.0,,,2020-03-03,01053,,,,
,0.989159891598916,,0.9888579387186629,,1.0,,,2020-03-03,01054,,,,
,0.9876060013046315,,0.9969040247678018,0.9808342728297632,,,,2020-03-03,01056,,,,
,1.0,,1.0,,,,,2020-03-03,01057,,,,
,0.9583333333333334,,0.9387755102040817,0.9921568627450981,,,,2020-03-03,01062,,,,
,0.9856384791392824,0.9202127659574468,0.9663101604278075,0.9881924039612581,1.0,,0.7809834875703139,2020-03-03,02000,,,,
,0.9814241486068112,0.8181818181818182,1.0,,1.0,,,2020-03-03,03101,,,,
,1.0,,1.0,,,,,2020-03-03,03151,,,,
,0.9702970297029703,0.9145299145299145,0.9923371647509579,,1.0,,1.0942257052160738,2020-03-03,03152,,,,
,1.0,,1.0,,,,,2020-03-03,03153,,,,
,0.9901960784313726,,1.0,,0.9444444444444444,,,2020-03-03,03154,,,,
,0.9956331877729258,0.6666666666666667,1.0,,,,,2020-03-03,03155,,,,
,1.0,,1.0,,,,,2020-03-03,03156,,,,
,0.99407231772377,0.9506172839506173,0.9959946595460614,0.9955990220048899,0.9833333333333333,,1.0647441005654021,2020-03-03,03241,,,,
,1.0,,1.0,1.0,,,,2020-03-03,03252,,,,
,0.9903846153846154,0.8055555555555556,1.0,1.0,1.0,,,2020-03-03,03254,,,,
,0.9919786096256684,,1.0,0.9818181818181818,,,,2020-03-03,03257,,,,
,0.99,0.95,1.0,1.0,1.0,,,2020-03-03,03351,,,,
,0.9834834834834835,,0.9821073558648111,0.9877300613496932,,,,2020-03-03,03353,,,,
,0.9942857142857143,,0.9942857142857143,,,,,2020-03-03,03358,,,,
,0.9981343283582089,,1.0,0.9975062344139651,,,,2020-03-03,03359,,,,
,0.9916666666666667,0.9310344827586207,1.0,,1.0,,,2020-03-03,03360,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-03,03401,,,,
,,,,,,,inf,2020-03-03,03404,,,,
,1.0,,1.0,,,,,2020-03-03,03457,,,,
,0.9791530944625407,0.88,0.9925650557620818,0.9774058577405857,1.0,,,2020-03-03,04011,,,,
,0.9702602230483272,,0.9764705882352941,0.9595959595959596,,,,2020-03-03,04012,,,,
,0.9830568931692527,0.9241379310344827,0.9890965732087228,0.9837962962962963,1.0,,1.00580671920365,2020-03-03,05111,,,,
,0.9688818565400844,0.9365079365079365,0.9562231759656652,1.0,1.0,,,2020-03-03,05112,,,,
,0.9868282402528978,0.9175257731958762,0.9928934010152284,0.9868815592203898,1.0,,,2020-03-03,05113,,,,
,0.987603305785124,,0.9875690607734806,,1.0,,,2020-03-03,05114,,,,
,,,,,,,1.07871198568873,2020-03-03,05117,,,,
,,,,,,,1.2597864768683273,2020-03-03,05119,,,,
,0.9774011299435028,0.8947368421052632,1.0,0.9770723104056438,0.9333333333333333,,,2020-03-03,05122,,,,
,0.9576023391812866,,0.9575402635431918,,,1.0,,2020-03-03,05154,,,,
,0.9852158486102898,,0.9795918367346939,0.9859531772575251,,,,2020-03-03,05158,,,,
,0.9698981850376273,,0.9772727272727273,0.9659168370824812,,,,2020-03-03,05162,,,,
,0.9835616438356164,,0.9834710743801653,,1.0,,,2020-03-03,05166,,,,
,0.9648648648648649,0.65,0.9895678092399404,0.9509536784741144,0.8653846153846154,,1.0774538170487424,2020-03-03,05314,,,,
,0.9696174561524651,0.9024390243902439,0.9936305732484076,0.9613006183921803,0.984375,,,2020-03-03,05315,,,,
,0.9924849699398798,1.0,0.9923273657289002,1.0,1.0,,,2020-03-03,05334,,,,
,0.9839449541284404,,1.0,0.9539473684210527,,,,2020-03-03,05358,,,,
,0.9888820259419395,,0.9944444444444445,0.9777365491651206,,,-19.714285714285715,2020-03-03,05362,,,,
,0.9950980392156863,,1.0,0.9752066115702479,,1.0,,2020-03-03,05366,,,,
,,,,,,,0.4600484261501211,2020-03-03,05370,,,,
,0.979320987654321,0.9523809523809523,0.9982238010657194,0.96977084349098,,,,2020-03-03,05382,,,,
,0.9906832298136646,,0.9964539007092199,0.95,,,,2020-03-03,05512,,,,
,0.9942196531791907,0.75,0.9949367088607595,1.0,1.0,,,2020-03-03,05513,,,,
,,,,,,,1.0468343451864701,2020-03-03,05515,,,,
,1.0,,1.0,,,,,2020-03-03,05554,,,,
,1.0,,1.0,,,,,2020-03-03,05558,,,,
,0.9969016266460109,0.5,0.9982394366197183,1.0,1.0,,,2020-03-03,05562,,,,
,0.9923002887391723,,0.9921875,,1.0,,,2020-03-03,05566,,,,
,0.9802784222737819,0.96875,0.9822784810126582,,0.875,,,2020-03-03,05711,,,,
,0.9802306425041186,1.0,0.9798319327731092,,1.0,,,2020-03-03,05758,,,,
,0.9857549857549858,1.0,0.9838187702265372,1.0,1.0,,,2020-03-03,05762,,,,
,0.9893617021276596,,0.9874371859296482,1.0,,,,2020-03-03,05766,,,,
,0.9986225895316805,1.0,0.9984848484848485,1.0,1.0,,,2020-03-03,05774,,,,
,0.985440105890139,0.9027777777777778,0.9853372434017595,0.9932432432432432,1.0,,,2020-03-03,05911,,,,
,0.9771717171717171,0.9054054054054054,0.998125,0.9681114551083592,1.0,1.0,1.118510158013544,2020-03-03,05913,,,,
,0.9831223628691983,0.7674418604651163,0.9982046678635548,0.9878048780487805,0.95,,,2020-03-03,05914,,,,
,0.9804305283757339,0.8955223880597015,0.9952718676122931,,0.9523809523809523,,,2020-03-03,05915,,,,
,0.9915110356536503,0.5,0.9910913140311804,1.0,1.0,,,2020-03-03,05916,,,,
,0.9930313588850174,,1.0,0.9880597014925373,,1.0,,2020-03-03,05954,,,,
,1.0,,1.0,,,,,2020-03-03,05958,,,,
,0.9855818743563337,,0.9855818743563337,,,,,2020-03-03,05962,,,,
,0.9750566893424036,,0.9750566893424036,,,,,2020-03-03,05966,,,,
,0.9867549668874173,,0.9867549668874173,,,,,2020-03-03,05970,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-03,05974,,,,
,0.9904818560380726,,0.9992657856093979,0.9529780564263323,,,,2020-03-03,05978,,,,
,0.9930313588850174,0.75,1.0,0.9800995024875622,1.0,,inf,2020-03-03,06411,,,,
,0.9626364033173287,0.9136125654450262,0.9980842911877394,0.9585448392554992,1.0,,,2020-03-03,06412,,,,
,,,,,,,1.1568767908309456,2020-03-03,06413,,,,
,0.9903846153846154,0.6666666666666667,0.9968253968253968,0.9516129032258065,1.0,,,2020-03-03,06431,,,,
,0.9973238180196253,,0.9990384615384615,0.9753086419753086,,,,2020-03-03,06432,,,,
,0.9980870396939263,,0.9972451790633609,0.9985347985347985,,,,2020-03-03,06433,,,,
,0.9788573999100315,0.95,0.9774096385542169,1.0,1.0,,,2020-03-03,06435,,,,
,1.0,,1.0,,,,,2020-03-03,06437,,,,
,0.9595959595959596,0.9333333333333333,0.9686684073107049,0.9431680773881499,1.0,,,2020-03-03,06440,,,,
,0.960352422907489,0.9285714285714286,0.960762331838565,,1.0,,,2020-03-03,06531,,,,
,0.9645909645909646,,0.9645909645909646,,,,,2020-03-03,06532,,,,
,0.9827981651376146,0.95,0.984375,,,,,2020-03-03,06533,,,,
,0.9662447257383966,0.9285714285714286,0.9669064748201439,,1.0,,,2020-03-03,06534,,,,
,1.0,,1.0,,,,,2020-03-03,06535,,,,
,0.941544885177453,0.9166666666666666,1.0,0.9191564147627417,1.0,,,2020-03-03,06611,,,,
,0.9876847290640394,0.9557522123893806,1.0,,1.0,,,2020-03-03,06631,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-03,06632,,,,
,0.9342672413793104,,1.0,0.914804469273743,,,,2020-03-03,06633,,,,
,0.9720670391061452,0.9166666666666666,0.9970845481049563,0.927710843373494,1.0,,,2020-03-03,06634,,,,
,1.0,,1.0,,,,,2020-03-03,06636,,,,
,0.9789029535864979,0.8823529411764706,0.9815950920245399,,0.9761904761904762,,,2020-03-03,07111,,,,
,0.9963942307692307,,0.9963942307692307,,,,,2020-03-03,07132,,,,
,1.0,,1.0,,,,,2020-03-03,07133,,,,
,0.9715099715099715,,0.9715099715099715,,,,,2020-03-03,07138,,,,
,1.0,,1.0,,1.0,,,2020-03-03,07140,,,,
,0.9800853485064012,,0.9800853485064012,,,,,2020-03-03,07211,,,,
,1.0,,1.0,,,,,2020-03-03,07233,,,,
,0.9800443458980044,1.0,1.0,0.9411764705882353,1.0,1.0,,2020-03-03,07312,,,,
,0.9854368932038835,,0.9854368932038835,,,,,2020-03-03,07313,,,,
,1.0,,1.0,1.0,,,,2020-03-03,07331,,,,
,0.9930635838150289,,0.9985915492957746,0.967741935483871,,,,2020-03-03,07332,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-03,07339,,,,
,,,,,,,0.904047976011994,2020-03-03,08111,,,,
,,,,,,,0.8820116054158608,2020-03-03,08116,,,,
,0.9366272824919442,,0.9354485776805251,,1.0,,,2020-03-03,08117,,,,
,0.9917808219178083,0.7142857142857143,0.98,1.0,1.0,,1.1122935779816514,2020-03-03,08118,,,,
,0.9860816944024205,,0.9404915912031048,1.0,1.0,,,2020-03-03,08119,,,,
,0.9681978798586572,,0.9470588235294117,1.0,,,0.9242227979274611,2020-03-03,08121,,,,
,0.9843117408906883,,0.9381443298969072,0.9993293091884641,,,,2020-03-03,08125,,,,
,0.9288025889967637,,0.9249146757679181,,1.0,,,2020-03-03,08127,,,,
,0.9589041095890412,,0.9589041095890412,,,,,2020-03-03,08128,,,,
,0.9968119022316685,,0.9966405375139977,,1.0,,,2020-03-03,08136,,,,
,0.9727427597955707,0.9333333333333333,0.9470899470899471,0.9926362297496318,0.9523809523809523,,0.9834772812617348,2020-03-03,08212,,,,
,0.9767025089605734,1.0,0.9543795620437956,0.9872379216043756,1.0,,,2020-03-03,08215,,,,
,0.9591169255928046,0.9090909090909091,0.9290780141843972,0.9660194174757282,0.9024390243902439,,1.0494260951042398,2020-03-03,08221,,,,
,0.904862579281184,,0.904862579281184,,,,,2020-03-03,08235,,,,
,0.9937106918238994,,0.990990990990991,1.0,1.0,,,2020-03-03,08237,,,,
,0.9857142857142858,0.9056603773584906,1.0,0.9905956112852664,0.9375,,0.942079940784604,2020-03-03,08311,,,,
,1.0,,1.0,1.0,,,,2020-03-03,08326,,,,
,0.9984375,,0.9983108108108109,,1.0,,,2020-03-03,08327,,,,
,0.9994359842075579,,0.9993983152827918,1.0,1.0,,0.7171314741035857,2020-03-03,08335,,,,
,1.0,,1.0,,1.0,,0.9944173753913319,2020-03-03,08336,,,,
,0.9787798408488063,,0.9781718963165075,1.0,1.0,,1.0639977445728785,2020-03-03,08416,,,,
,0.9916142557651991,0.95,0.995085995085995,,1.0,,,2020-03-03,08421,,,,
,0.9931707317073171,,0.9931707317073171,,,,,2020-03-03,08435,,,,
,0.9933333333333333,,0.9933333333333333,,,,,2020-03-03,08436,,,,
,1.0,,1.0,,,,,2020-03-03,08437,,,,
,0.996875,0.984375,1.0,,,,,2020-03-03,09161,,,,
,,,,,,,0.7149238045191803,2020-03-03,09162,,,,
,0.9788519637462235,1.0,0.9724770642201834,0.9853658536585366,0.9333333333333333,,,2020-03-03,09172,,,,
,0.9981981981981982,,1.0,0.9795918367346939,,,,2020-03-03,09181,,,,
,0.9880952380952381,1.0,0.9932885906040269,,0.9375,1.0,,2020-03-03,09189,,,,
,1.0,,1.0,,,,,2020-03-03,09190,,,,
,1.0,,1.0,,,,,2020-03-03,09261,,,,
,0.9921875,1.0,0.9919354838709677,,1.0,,,2020-03-03,09263,,,,
,1.0,,1.0,,,,,2020-03-03,09363,,,,
,0.9959514170040485,,0.9959514170040485,,,,,2020-03-03,09376,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-03,09461,,,,
,1.0,,1.0,,,,,2020-03-03,09462,,,,
,1.0,,1.0,,,,,2020-03-03,09472,,,,
,1.0,,1.0,,1.0,,,2020-03-03,09478,,,,
,0.9769230769230769,,0.9482758620689655,1.0,1.0,,,2020-03-03,09561,,,,
,,,,,,,0.843312324929972,2020-03-03,09562,,,,
,1.0,,1.0,1.0,,,,2020-03-03,09563,,,,
,,,,,,,0.8015122873345936,2020-03-03,09564,,,,
,1.0,,1.0,,1.0,,,2020-03-03,09575,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-03,09577,,,,
,0.9965870307167235,0.9767441860465116,1.0,,1.0,1.0,1.0597222222222222,2020-03-03,09661,,,,
,1.0,,1.0,,,,,2020-03-03,09662,,,,
,1.0,,1.0,,,1.0,,2020-03-03,09677,,,,
,0.9970149253731343,0.9661016949152542,0.9980976537729866,,1.0,,,2020-03-03,09761,,,,
,1.0,,1.0,,1.0,,,2020-03-03,09762,,,,
,0.9548022598870056,,0.9523809523809524,,1.0,,,2020-03-03,09763,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-03,09774,,,,
,1.0,,1.0,,1.0,,,2020-03-03,09777,,,,
,1.0,,1.0,,,,,2020-03-03,09778,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-03,09779,,,,
,0.985734664764622,1.0,0.985632183908046,,1.0,,,2020-03-03,10041,,,,
,0.9770554493307839,,0.9770554493307839,,,,,2020-03-03,10044,,,,
,0.9896103896103896,1.0,0.9919678714859438,0.8823529411764706,1.0,,,2020-03-03,10045,,,,
,0.9954233409610984,,0.9954233409610984,,,,,2020-03-03,10046,,,,
,,,,,,,1.1430505661613894,2020-03-03,13003,,,,
1.3557563442998575,1.0,,1.0,,1.0,,,2020-03-04,01001,,,,
,0.9973190348525469,1.0,0.9972527472527473,,1.0,,,2020-03-04,01002,,,,
0.4327901293794882,,,,,,,,2020-03-04,01003,,,,
,0.9508196721311475,,0.9491525423728814,,1.0,,,2020-03-04,01051,,,,
,0.9929577464788732,1.0,0.9951690821256038,0.984375,1.0,,,2020-03-04,01053,,,,
,0.9972826086956522,,0.9972067039106145,,1.0,,,2020-03-04,01054,,,,
,0.9902216427640157,,1.0,0.9830699774266366,,,,2020-03-04,01056,,,,
,0.9961832061068703,,0.9961832061068703,,,,,2020-03-04,01057,,,,
,0.9885386819484241,,0.9813084112149533,1.0,,,,2020-03-04,01062,,,,
0.5973220107263142,0.9851711396343835,0.9417989417989417,0.9882352941176471,0.9852206042164747,1.0,,0.9996402877697842,2020-03-04,02000,,,,
0.7056967874410077,0.9844236760124611,0.8484848484848485,1.0,,1.0,,,2020-03-04,03101,,,,
,1.0,,1.0,,,,,2020-03-04,03151,,,,
0.8568502891817578,0.9729064039408867,0.9230769230769231,0.9924528301886792,,1.0,,1.012070944945959,2020-03-04,03152,,,,
,1.0,,1.0,,,,,2020-03-04,03153,,,,
,1.0,,1.0,,1.0,,,2020-03-04,03154,,,,
,1.0,1.0,1.0,,,,,2020-03-04,03155,,,,
,1.0,,1.0,,,,,2020-03-04,03156,,,,
0.7833679889469841,0.9976312672720095,0.962962962962963,0.9919571045576407,1.0,1.0,,1.0213981910302907,2020-03-04,03241,,,,
,1.0,,1.0,1.0,1.0,,,2020-03-04,03252,,,,
0.0,0.9944598337950139,0.8888888888888888,1.0,1.0,1.0,,,2020-03-04,03254,,,,
,1.0,,1.0,1.0,,,,2020-03-04,03257,,,,
,0.98989898989899,1.0,0.9743589743589743,1.0,1.0,,,2020-03-04,03351,,,,
,0.9834834834834835,,0.9920477137176938,0.9570552147239264,,,,2020-03-04,03353,,,,
,1.0,,1.0,,,,,2020-03-04,03358,,,,
,0.9962616822429906,,1.0,0.995,,,,2020-03-04,03359,,,,
,0.9662447257383966,1.0,0.9609756097560975,,1.0,,,2020-03-04,03360,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-04,03401,,,,
0.6967758911808447,,,,,,,,2020-03-04,03403,,,,
1.0449308604675889,,,,,,,inf,2020-03-04,03404,,,,
,1.0,,1.0,,,,,2020-03-04,03457,,,,
0.5681805639865349,0.9986859395532195,0.92,1.0,1.0,1.0,,,2020-03-04,04011,,,,
,1.0,,1.0,1.0,,,,2020-03-04,04012,,,,
0.6163127708326475,0.9973238180196253,0.993006993006993,0.9875776397515528,0.9987373737373737,1.0,,0.9952475247524752,2020-03-04,05111,,,,
,0.955719557195572,0.983739837398374,0.9298545765611634,1.0,1.0,,,2020-03-04,05112,,,,
0.5585207908861365,0.93265465935787,0.9789473684210527,0.744,1.0,1.0,,,2020-03-04,05113,,,,
0.727068345323741,0.978021978021978,,0.977961432506887,,1.0,,,2020-03-04,05114,,,,
1.2224534284581847,,,,,,,,2020-03-04,05116,,,,
,,,,,,,0.9382504288164666,2020-03-04,05117,,,,
,,,,,,,1.1762452107279693,2020-03-04,05119,,,,
,0.9957627118644068,0.9473684210526315,0.9907407407407407,0.998236331569665,1.0,,,2020-03-04,05122,,,,
1.0561332855211982,,,,,,,,2020-03-04,05124,,,,
,0.9269005847953217,,0.9267935578330894,,,1.0,,2020-03-04,05154,,,,
,0.9964476021314387,,0.9795918367346939,0.9986604152712659,,,,2020-03-04,05158,,,,
,0.998677831643896,,0.9962358845671268,1.0,,,,2020-03-04,05162,,,,
,0.9782016348773842,,0.9780821917808219,,1.0,,,2020-03-04,05166,,,,
0.6872355771752489,0.9772933696639419,0.9375,0.9970238095238095,0.9482288828337875,0.9347826086956522,,0.9925503943908852,2020-03-04,05314,,,,
0.7378416038075036,0.9846600331674958,0.9338842975206612,0.9907045009784736,0.983426517571885,0.9841269841269842,,,2020-03-04,05315,,,,
0.5678519100342885,0.9924887330996495,1.0,0.9923312883435583,1.0,1.0,,,2020-03-04,05334,,,,
,0.9931192660550459,,0.9894366197183099,1.0,,,,2020-03-04,05358,,,,
,0.9975369458128078,,0.9990714948932219,0.9945155393053017,,,-25.142857142857142,2020-03-04,05362,,,,
,0.99185667752443,,0.9897750511247444,1.0,,1.0,,2020-03-04,05366,,,,
,,,,,,,0.4547563805104408,2020-03-04,05370,,,,
0.57225442847122,,,,,,,,2020-03-04,05378,,,,
,0.9743906201789571,0.9846153846153847,0.9955595026642984,0.9624390243902439,,,,2020-03-04,05382,,,,
,0.9814241486068112,,0.9787985865724381,1.0,,,,2020-03-04,05512,,,,
,0.9574468085106383,1.0,0.9440203562340967,1.0,1.0,,,2020-03-04,05513,,,,
0.7587412623603483,,,,,,,0.9549525101763908,2020-03-04,05515,,,,
,0.9932432432432432,,0.9932432432432432,,,,,2020-03-04,05554,,,,
,0.9940652818991098,,0.9940652818991098,,,,,2020-03-04,05558,,,,
,0.9969016266460109,1.0,0.9964819700967458,1.0,1.0,,,2020-03-04,05562,,,,
,0.9951923076923077,,0.9951219512195122,,1.0,,,2020-03-04,05566,,,,
0.8874095439108527,0.9860302677532014,0.984375,0.9860583016476553,,1.0,,,2020-03-04,05711,,,,
,0.9967105263157895,1.0,0.9966386554621849,,1.0,,,2020-03-04,05758,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-04,05762,,,,
,0.9765957446808511,,0.9723618090452262,1.0,,,,2020-03-04,05766,,,,
0.7687638387837735,0.9958734525447043,1.0,0.9954614220877458,1.0,1.0,,,2020-03-04,05774,,,,
,0.9628400796284008,1.0,0.9160419790104948,1.0,1.0,,,2020-03-04,05911,,,,
0.736757194008357,0.9900789633529055,0.972972972972973,0.9949494949494949,0.9880036911719471,1.0,,0.9954337899543378,2020-03-04,05913,,,,
,0.9852476290832455,0.8604651162790697,0.9946428571428572,0.9847560975609756,1.0,,,2020-03-04,05914,,,,
,0.9765166340508806,0.9402985074626866,0.9811320754716981,,1.0,,,2020-03-04,05915,,,,
,0.9763113367174281,1.0,0.9689578713968958,1.0,1.0,,,2020-03-04,05916,,,,
,0.990342405618964,,0.9893617021276596,0.9910313901345291,,,,2020-03-04,05954,,,,
1.1095317977861057,0.9915540540540541,,0.9915540540540541,,,,,2020-03-04,05958,,,,
,0.9969199178644764,,0.9969199178644764,,,,,2020-03-04,05962,,,,
,1.0,,1.0,,,,,2020-03-04,05966,,,,
,0.9977949283351709,,0.9977949283351709,,,,,2020-03-04,05970,,,,
,0.9928057553956835,1.0,0.9927007299270073,,1.0,,,2020-03-04,05974,,,,
,0.9928909952606635,,0.9963503649635036,0.9779874213836478,,,,2020-03-04,05978,,,,
0.9036002024552734,0.9965317919075144,0.875,0.9968847352024922,1.0,1.0,,inf,2020-03-04,06411,,,,
0.8325753004833203,0.9946840958605665,0.9295039164490861,0.993046776232617,0.9976751558702315,0.9787234042553191,,,2020-03-04,06412,,,,
,,,,,,,0.9062286105407256,2020-03-04,06413,,,,
0.8395703060090158,,,,,,,,2020-03-04,06414,,,,
,0.9951790633608816,1.0,0.9968279143536876,0.9834254143646409,1.0,,,2020-03-04,06431,,,,
,0.998211091234347,,0.9980676328502416,1.0,,,,2020-03-04,06432,,,,
,0.9985693848354793,,0.9958620689655172,1.0,,,,2020-03-04,06433,,,,
,0.9955116696588869,0.925,0.9964929859719439,1.0,1.0,,,2020-03-04,06435,,,,
,1.0,,1.0,,,,,2020-03-04,06437,,,,
,0.9995777027027027,1.0,1.0,0.998792270531401,1.0,,,2020-03-04,06440,,,,
0.7163913915766563,0.9989023051591658,1.0,0.9988826815642458,,1.0,,,2020-03-04,06531,,,,
,0.9987834549878345,,0.9987834549878345,,,,,2020-03-04,06532,,,,
0.5586260724971298,0.9988425925925926,0.9714285714285714,1.0,,,,,2020-03-04,06533,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-04,06534,,,,
,1.0,,1.0,,,,,2020-03-04,06535,,,,
,0.9749478079331941,0.9333333333333333,0.9959839357429718,0.9737762237762237,1.0,,,2020-03-04,06611,,,,
,0.9924812030075187,0.9734513274336283,1.0,,1.0,,,2020-03-04,06631,,,,
,1.0,1.0,1.0,,1.0,,,2020-03-04,06632,,,,
,0.9732620320855615,,1.0,0.9654696132596685,,,,2020-03-04,06633,,,,
,1.0,1.0,1.0,1.0,1.0,,,2020-03-04,06634,,,,
,0.9826086956521739,,0.9826086956521739,,,,,2020-03-04,06636,,,,
0.0,0.9900426742532006,0.9375,0.9922958397534669,,0.9736842105263158,,,2020-03-04,07111,,,,
,0.9880382775119617,,0.9880382775119617,,,,,2020-03-04,07132,,,,
,1.0,,1.0,,,,,2020-03-04,07133,,,,
,0.997134670487106,,0.997134670487106,,,,,2020-03-04,07138,,,,
,0.9939759036144579,,1.0,,0.5,,,2020-03-04,07140,,,,
0.5579269194167573,1.0,,1.0,,,,,2020-03-04,07211,,,,
,1.0,,1.0,,,,,2020-03-04,07233,,,,
,0.9817351598173516,0.9,0.9737827715355806,1.0,1.0,1.0,,2020-03-04,07312,,,,
,0.9707317073170731,,0.9707317073170731,,,,,2020-03-04,07313,,,,
0.6730843691128406,,,,,,,,2020-03-04,07315,,,,
,0.9982014388489209,,0.997946611909651,1.0,,,,2020-03-04,07331,,,,
,0.9988399071925754,,1.0,0.993421052631579,,,,2020-03-04,07332,,,,
,0.9977324263038548,1.0,0.9972801450589301,1.0,1.0,,,2020-03-04,07339,,,,
0.933586656224282,,,,,,,0.9415031469825991,2020-03-04,08111,,,,
,,,,,,,0.9056603773584906,2020-03-04,08116,,,,
,0.8793103448275862,,0.8770581778265643,,1.0,,,2020-03-04,08117,,,,
,0.9921124828532236,0.8571428571428572,0.9799270072992701,1.0,1.0,,1.106810569408262,2020-03-04,08118,,,,
,0.9848484848484849,,0.9543080939947781,0.9940711462450593,1.0,,,2020-03-04,08119,,,,
0.5426602525789349,0.9857142857142858,,0.9764705882352941,1.0,,,0.8933508887425938,2020-03-04,08121,,,,
,0.9934409687184662,,0.973305954825462,1.0,,,,2020-03-04,08125,,,,
,0.9807073954983923,,0.9796610169491525,,1.0,,,2020-03-04,08127,,,,
,0.9680365296803652,,0.9680365296803652,,,,,2020-03-04,08128,,,,
,0.9604700854700855,,0.9583333333333334,,1.0,,,2020-03-04,08136,,,,
0.9698102912020954,0.9787414965986394,0.9459459459459459,0.94750656167979,0.9985250737463127,1.0,,1.0669001105786953,2020-03-04,08212,,,,
,0.9933894230769231,1.0,0.9890710382513661,0.9953959484346224,1.0,,,2020-03-04,08215,,,,
0.7368704276970746,0.999168744804655,0.9166666666666666,1.0,1.0,1.0,,0.9779377612633534,2020-03-04,08221,,,,
0.4066203670416712,,,,,,,,2020-03-04,08222,,,,
